Component,Dominant_topic_cluster(s),Perc_contribution,Topic_keywords
etherpad-17,message-based / object-based,0.9998935759067535,message-list-write-value-connection-factory-field-result-local-request-object-type-value-attribute-key-stream-context-code-element-clazz
etherpad-18,event-based / object-based,0.9999258816242218,event-action-listener-list-component-object-text-item-change-colo-object-type-value-attribute-key-stream-context-code-element-clazz
etherpad-19,object-based,0.9998856782913208,object-type-value-attribute-key-stream-context-code-element-clazz
etherpad-2,object-based,0.9613323211669922,object-type-value-attribute-key-stream-context-code-element-clazz
etherpad-20,object-based / message-based,0.9998888373374939,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
etherpad-21,object-based / message-based,0.9999738037586212,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
etherpad-22,object-based / message-based,0.9998201429843903,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
etherpad-23,object-based,0.9975064396858215,object-type-value-attribute-key-stream-context-code-element-clazz
etherpad-24,object-based,0.9996362328529358,object-type-value-attribute-key-stream-context-code-element-clazz
etherpad-25,object-based,0.999259889125824,object-type-value-attribute-key-stream-context-code-element-clazz
etherpad-26,object-based,0.9901394844055176,object-type-value-attribute-key-stream-context-code-element-clazz
etherpad-3,object-based,0.999984622001648,object-type-value-attribute-key-stream-context-code-element-clazz
etherpad-4,object-based,0.9219680428504944,object-type-value-attribute-key-stream-context-code-element-clazz
etherpad-5,object-based,0.9999694228172302,object-type-value-attribute-key-stream-context-code-element-clazz
etherpad-6,object-based,0.9925752282142639,object-type-value-attribute-key-stream-context-code-element-clazz
etherpad-7,object-based,0.987773597240448,object-type-value-attribute-key-stream-context-code-element-clazz
etherpad-8,object-based,0.9999521970748901,object-type-value-attribute-key-stream-context-code-element-clazz
etherpad-9,event-based / object-based,0.9999928772449493,event-action-listener-list-component-object-text-item-change-colo-object-type-value-attribute-key-stream-context-code-element-clazz
fade-1,object-based,0.9999842643737793,object-type-value-attribute-key-stream-context-code-element-clazz
fade-2,event-based,0.9981841444969177,event-action-listener-list-component-object-text-item-change-color
fauxml-1,object-based,0.9826048016548157,object-type-value-attribute-key-stream-context-code-element-clazz
fbus-1,event-based,0.8340468406677246,event-action-listener-list-component-object-text-item-change-color
fc-1,object-based,0.9035961031913757,object-type-value-attribute-key-stream-context-code-element-clazz
fc-2,object-based / message-based,0.9998898506164551,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
fc-3,object-based,0.9998371601104736,object-type-value-attribute-key-stream-context-code-element-clazz
feivel-1,object-based / message-based,0.9999530911445618,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
feivel-2,object-based,0.9995652437210083,object-type-value-attribute-key-stream-context-code-element-clazz
feivel-3,object-based,0.9990005493164062,object-type-value-attribute-key-stream-context-code-element-clazz
fwf-1,message-based,0.7876138687133789,message-list-write-value-connection-factory-field-result-local-request
fwf-2,message-based / object-based,0.999905526638031,message-list-write-value-connection-factory-field-result-local-request-object-type-value-attribute-key-stream-context-code-element-clazz
fwf-3,message-based,0.9996491074562073,message-list-write-value-connection-factory-field-result-local-request
fwf-4,event-based,0.7755103707313538,event-action-listener-list-component-object-text-item-change-color
fwf-5,message-based,0.8755858540534973,message-list-write-value-connection-factory-field-result-local-request
fwf-6,event-based / object-based,0.9998142123222351,event-action-listener-list-component-object-text-item-change-colo-object-type-value-attribute-key-stream-context-code-element-clazz
fwf-7,message-based,0.8303528428077698,message-list-write-value-connection-factory-field-result-local-request
fwf-8,event-based,0.9985743165016174,event-action-listener-list-component-object-text-item-change-color
fwf-9,event-based / object-based,0.831177145242691,event-action-listener-list-component-object-text-item-change-colo-object-type-value-attribute-key-stream-context-code-element-clazz
gab-web-example-1,object-based,0.997976541519165,object-type-value-attribute-key-stream-context-code-element-clazz
generator-example-1,message-based,0.9169590473175049,message-list-write-value-connection-factory-field-result-local-request
google-sites-liberation-1,object-based / event-based,0.9999690651893616,object-type-value-attribute-key-stream-context-code-element-clazz-event-action-listener-list-component-object-text-item-change-colo
google-sites-liberation-10,object-based,0.9994285702705383,object-type-value-attribute-key-stream-context-code-element-clazz
google-sites-liberation-2,object-based / message-based,0.9999509453773499,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
google-sites-liberation-3,object-based / event-based,0.9999537020921707,object-type-value-attribute-key-stream-context-code-element-clazz-event-action-listener-list-component-object-text-item-change-colo
google-sites-liberation-4,object-based,0.919234037399292,object-type-value-attribute-key-stream-context-code-element-clazz
google-sites-liberation-5,object-based / message-based,0.8838996291160583,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
google-sites-liberation-6,object-based,0.7525015473365784,object-type-value-attribute-key-stream-context-code-element-clazz
google-sites-liberation-7,event-based,0.9041123986244202,event-action-listener-list-component-object-text-item-change-color
google-sites-liberation-8,object-based / message-based,0.9602998197078705,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
google-sites-liberation-9,event-based,0.9993093609809875,event-action-listener-list-component-object-text-item-change-color
google-wave-api-1,object-based,0.9941960573196411,object-type-value-attribute-key-stream-context-code-element-clazz
google-wave-api-10,message-based,0.9903436899185181,message-list-write-value-connection-factory-field-result-local-request
google-wave-api-11,event-based / object-based,0.9995453357696533,event-action-listener-list-component-object-text-item-change-colo-object-type-value-attribute-key-stream-context-code-element-clazz
google-wave-api-12,object-based,0.9993109703063965,object-type-value-attribute-key-stream-context-code-element-clazz
google-wave-api-13,message-based,0.9992600083351135,message-list-write-value-connection-factory-field-result-local-request
google-wave-api-14,object-based,0.9992315173149109,object-type-value-attribute-key-stream-context-code-element-clazz
google-wave-api-15,object-based,0.9991315007209778,object-type-value-attribute-key-stream-context-code-element-clazz
google-wave-api-16,object-based,0.9901458621025085,object-type-value-attribute-key-stream-context-code-element-clazz
google-wave-api-17,,,
google-wave-api-18,object-based / message-based,0.9998108148574829,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
google-wave-api-19,object-based,0.9998973608016968,object-type-value-attribute-key-stream-context-code-element-clazz
google-wave-api-2,object-based,0.999997079372406,object-type-value-attribute-key-stream-context-code-element-clazz
google-wave-api-20,object-based,0.9997561573982239,object-type-value-attribute-key-stream-context-code-element-clazz
google-wave-api-21,object-based,0.9998823404312134,object-type-value-attribute-key-stream-context-code-element-clazz
google-wave-api-22,message-based,0.9981859922409058,message-list-write-value-connection-factory-field-result-local-request
google-wave-api-23,message-based,0.9805822968482971,message-list-write-value-connection-factory-field-result-local-request
google-wave-api-24,message-based,0.980575680732727,message-list-write-value-connection-factory-field-result-local-request
google-wave-api-3,object-based,0.9281099438667297,object-type-value-attribute-key-stream-context-code-element-clazz
google-wave-api-4,object-based,0.9999692440032959,object-type-value-attribute-key-stream-context-code-element-clazz
google-wave-api-5,object-based,0.8467361927032471,object-type-value-attribute-key-stream-context-code-element-clazz
google-wave-api-6,object-based / message-based,0.9872684478759766,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
google-wave-api-7,object-based,0.9999746084213257,object-type-value-attribute-key-stream-context-code-element-clazz
google-wave-api-8,,,
google-wave-api-9,message-based / object-based,0.9998700022697449,message-list-write-value-connection-factory-field-result-local-request-object-type-value-attribute-key-stream-context-code-element-clazz
greensopinion.restexample-1,object-based,0.9999399781227112,object-type-value-attribute-key-stream-context-code-element-clazz
greensopinion.restexample-2,object-based,0.9997673630714417,object-type-value-attribute-key-stream-context-code-element-clazz
greensopinion.restexample-3,message-based / object-based,0.9999530911445618,message-list-write-value-connection-factory-field-result-local-request-object-type-value-attribute-key-stream-context-code-element-clazz
greensopinion.restexample-4,object-based / message-based,0.9998835623264313,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
handwriting-1,object-based,0.7871224880218506,object-type-value-attribute-key-stream-context-code-element-clazz
handwriting-2,event-based,0.9532055854797363,event-action-listener-list-component-object-text-item-change-color
handwriting-3,event-based,0.9996814131736755,event-action-listener-list-component-object-text-item-change-color
hazelcast-actor-1,message-based,0.945770800113678,message-list-write-value-connection-factory-field-result-local-request
hazelcast-actor-2,message-based,0.766739547252655,message-list-write-value-connection-factory-field-result-local-request
hazelcast-actor-3,message-based,0.9998229742050171,message-list-write-value-connection-factory-field-result-local-request
hazelcast-actor-4,message-based,0.999615490436554,message-list-write-value-connection-factory-field-result-local-request
hazelcast-actor-5,message-based / object-based,0.9998144209384918,message-list-write-value-connection-factory-field-result-local-request-object-type-value-attribute-key-stream-context-code-element-clazz
hbasene-1,event-based / object-based,0.8654244840145111,event-action-listener-list-component-object-text-item-change-colo-object-type-value-attribute-key-stream-context-code-element-clazz
hbasene-2,message-based / object-based,0.9999580979347229,message-list-write-value-connection-factory-field-result-local-request-object-type-value-attribute-key-stream-context-code-element-clazz
hbasene-3,object-based / message-based,0.9999285042285919,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
hbasene-4,event-based / object-based,0.9998998641967773,event-action-listener-list-component-object-text-item-change-colo-object-type-value-attribute-key-stream-context-code-element-clazz
hbasene-5,message-based / object-based,0.9997917413711548,message-list-write-value-connection-factory-field-result-local-request-object-type-value-attribute-key-stream-context-code-element-clazz
hbasene-6,event-based,0.9995123147964478,event-action-listener-list-component-object-text-item-change-color
hbasene-7,message-based,0.860719621181488,message-list-write-value-connection-factory-field-result-local-request
hbasene-8,object-based / message-based,0.7542957961559296,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
heritrix-rest-client-1,object-based,0.8287885785102844,object-type-value-attribute-key-stream-context-code-element-clazz
heritrix3-1,object-based,0.935490608215332,object-type-value-attribute-key-stream-context-code-element-clazz
heritrix3-10,object-based / message-based,0.9996004998683929,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
heritrix3-11,object-based / message-based,0.999334305524826,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
heritrix3-2,object-based,0.9794323444366455,object-type-value-attribute-key-stream-context-code-element-clazz
heritrix3-3,object-based,0.9999716281890869,object-type-value-attribute-key-stream-context-code-element-clazz
heritrix3-4,object-based,0.9999395608901978,object-type-value-attribute-key-stream-context-code-element-clazz
heritrix3-5,object-based / message-based,0.999975323677063,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
heritrix3-6,object-based,0.8693366050720215,object-type-value-attribute-key-stream-context-code-element-clazz
heritrix3-7,object-based,0.9987521171569824,object-type-value-attribute-key-stream-context-code-element-clazz
heritrix3-8,object-based,0.9994874000549316,object-type-value-attribute-key-stream-context-code-element-clazz
heritrix3-9,object-based / message-based,0.9995988309383392,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
httpbot-1,object-based / message-based,0.9999198317527771,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
httpbot-2,object-based,0.9996544718742371,object-type-value-attribute-key-stream-context-code-element-clazz
ii2-gt-group-c-1,message-based / event-based,0.834278792142868,message-list-write-value-connection-factory-field-result-local-request-event-action-listener-list-component-object-text-item-change-colo
ii2-gt-group-c-2,event-based / object-based,0.9999000132083893,event-action-listener-list-component-object-text-item-change-colo-object-type-value-attribute-key-stream-context-code-element-clazz
ii2-gt-group-c-3,message-based / object-based,0.7996329963207245,message-list-write-value-connection-factory-field-result-local-request-object-type-value-attribute-key-stream-context-code-element-clazz
ii2-gt-group-c-4,,,
ii2-gt-group-c-5,message-based,0.7556059956550598,message-list-write-value-connection-factory-field-result-local-request
ii2-gt-group-c-6,object-based,0.9995740056037903,object-type-value-attribute-key-stream-context-code-element-clazz
ii2-gt-group-c-7,object-based,0.9995918869972229,object-type-value-attribute-key-stream-context-code-element-clazz
importscour-1,message-based / object-based,0.9999460875988007,message-list-write-value-connection-factory-field-result-local-request-object-type-value-attribute-key-stream-context-code-element-clazz
importscour-2,object-based,0.8897888660430908,object-type-value-attribute-key-stream-context-code-element-clazz
importscour-3,object-based,0.9996967911720276,object-type-value-attribute-key-stream-context-code-element-clazz
importscour-4,event-based,0.770767867565155,event-action-listener-list-component-object-text-item-change-color
importscour-5,object-based,0.9286471009254456,object-type-value-attribute-key-stream-context-code-element-clazz
importscour-6,object-based,0.9977841377258301,object-type-value-attribute-key-stream-context-code-element-clazz
instant-ws-example-1,message-based,0.9993936419487,message-list-write-value-connection-factory-field-result-local-request
instant-ws-example-2,message-based,0.9995835423469543,message-list-write-value-connection-factory-field-result-local-request
isbndb-api-1,message-based,0.9998725652694702,message-list-write-value-connection-factory-field-result-local-request
isbndb-api-2,message-based,0.9996874928474426,message-list-write-value-connection-factory-field-result-local-request
isbndb-api-3,message-based / event-based,0.9997727274894714,message-list-write-value-connection-factory-field-result-local-request-event-action-listener-list-component-object-text-item-change-colo
isbndb-api-4,object-based / message-based,0.9997299611568451,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
jacorb-1,object-based,0.9321580529212952,object-type-value-attribute-key-stream-context-code-element-clazz
jacorb-2,object-based / event-based,0.912922129034996,object-type-value-attribute-key-stream-context-code-element-clazz-event-action-listener-list-component-object-text-item-change-colo
jacorb-3,object-based,0.9999956488609314,object-type-value-attribute-key-stream-context-code-element-clazz
jacorb-4,object-based,0.9999382495880127,object-type-value-attribute-key-stream-context-code-element-clazz
jacorb-5,object-based,0.9988216161727905,object-type-value-attribute-key-stream-context-code-element-clazz
jacorb-6,message-based,0.9987502098083496,message-list-write-value-connection-factory-field-result-local-request
jacorb-7,event-based / object-based,0.9090382754802704,event-action-listener-list-component-object-text-item-change-colo-object-type-value-attribute-key-stream-context-code-element-clazz
jastadd-tags-1,event-based / object-based,0.8430390357971191,event-action-listener-list-component-object-text-item-change-colo-object-type-value-attribute-key-stream-context-code-element-clazz
jastadd-tags-2,message-based / object-based,0.9999229609966278,message-list-write-value-connection-factory-field-result-local-request-object-type-value-attribute-key-stream-context-code-element-clazz
java-campussearch-1,message-based / object-based,0.999933511018753,message-list-write-value-connection-factory-field-result-local-request-object-type-value-attribute-key-stream-context-code-element-clazz
java-hstore-1,object-based,0.9999189376831055,object-type-value-attribute-key-stream-context-code-element-clazz
java-hstore-2,object-based,0.846772313117981,object-type-value-attribute-key-stream-context-code-element-clazz
java-hstore-3,object-based,0.9997644424438477,object-type-value-attribute-key-stream-context-code-element-clazz
java-hstore-4,object-based,0.9998638033866882,object-type-value-attribute-key-stream-context-code-element-clazz
java-hstore-5,object-based,0.9998164176940918,object-type-value-attribute-key-stream-context-code-element-clazz
java-hstore-6,object-based,0.9988902807235718,object-type-value-attribute-key-stream-context-code-element-clazz
java-hstore-7,object-based / message-based,0.9997494518756866,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
java-hstore-sample-1,object-based,0.9996713995933533,object-type-value-attribute-key-stream-context-code-element-clazz
java-hstore-sample-2,object-based,0.9998591542243958,object-type-value-attribute-key-stream-context-code-element-clazz
java-mime-multipart-mixed-1,object-based,0.9999093413352966,object-type-value-attribute-key-stream-context-code-element-clazz
java-mime-multipart-mixed-2,object-based,0.9996970891952515,object-type-value-attribute-key-stream-context-code-element-clazz
java_deps-1,object-based / message-based,0.9999991059303284,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
java_deps-2,object-based,0.9526547789573669,object-type-value-attribute-key-stream-context-code-element-clazz
java_deps-3,message-based,0.9988883137702942,message-list-write-value-connection-factory-field-result-local-request
java_deps-4,object-based / message-based,0.9996299147605896,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
javamidi-1,object-based,0.9998806118965149,object-type-value-attribute-key-stream-context-code-element-clazz
jboss-beans-jndi-example-1,,,
jdbc-perf-wrapper-1,message-based,0.9999008178710938,message-list-write-value-connection-factory-field-result-local-request
jdbc-perf-wrapper-2,message-based,0.9472713470458984,message-list-write-value-connection-factory-field-result-local-request
jdbc-perf-wrapper-3,message-based / object-based,0.9997673630714417,message-list-write-value-connection-factory-field-result-local-request-object-type-value-attribute-key-stream-context-code-element-clazz
jdbc-perf-wrapper-4,message-based,0.9998400211334229,message-list-write-value-connection-factory-field-result-local-request
jgit-simple-1,event-based / object-based,0.9946881532669067,event-action-listener-list-component-object-text-item-change-colo-object-type-value-attribute-key-stream-context-code-element-clazz
jsqueeze-1,event-based / message-based,0.9999737441539764,message-list-write-value-connection-factory-field-result-local-request-message-list-write-value-connection-factory-field-result-local-request
jsqueeze-2,event-based / message-based,0.999973714351654,message-list-write-value-connection-factory-field-result-local-request-message-list-write-value-connection-factory-field-result-local-request
jsqueeze-3,message-based,0.7926914095878601,message-list-write-value-connection-factory-field-result-local-request
jsqueeze-4,message-based,0.8471139073371887,message-list-write-value-connection-factory-field-result-local-request
jsqueeze-5,message-based / event-based,0.9999098181724548,message-list-write-value-connection-factory-field-result-local-request-event-action-listener-list-component-object-text-item-change-colo
jsqueeze-6,message-based / object-based,0.9999046921730042,message-list-write-value-connection-factory-field-result-local-request-object-type-value-attribute-key-stream-context-code-element-clazz
jsst-1,message-based,0.8658007979393005,message-list-write-value-connection-factory-field-result-local-request
jsst-2,message-based,0.9995992183685303,message-list-write-value-connection-factory-field-result-local-request
jsst-3,message-based,0.9995558261871338,message-list-write-value-connection-factory-field-result-local-request
jsst-4,message-based,0.9992315769195557,message-list-write-value-connection-factory-field-result-local-request
jtcaggr-1,object-based / message-based,0.9999828040599823,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
jtcaggr-2,object-based,0.8196184039115906,object-type-value-attribute-key-stream-context-code-element-clazz
jtcaggr-3,message-based / object-based,0.9999586641788483,message-list-write-value-connection-factory-field-result-local-request-object-type-value-attribute-key-stream-context-code-element-clazz
jtcaggr-4,message-based / object-based,0.9999561011791229,message-list-write-value-connection-factory-field-result-local-request-object-type-value-attribute-key-stream-context-code-element-clazz
jtcaggr-5,object-based / message-based,0.9998302161693573,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
jtcaggr-6,message-based,0.7504169344902039,message-list-write-value-connection-factory-field-result-local-request
jtcaggr-7,message-based,0.8856504559516907,message-list-write-value-connection-factory-field-result-local-request
klotski-1,object-based,0.8986660242080688,object-type-value-attribute-key-stream-context-code-element-clazz
klotski-2,message-based,0.8990567922592163,message-list-write-value-connection-factory-field-result-local-request
kramer-1,message-based,0.9315034747123718,message-list-write-value-connection-factory-field-result-local-request
kramer-2,message-based,0.8508896827697754,message-list-write-value-connection-factory-field-result-local-request
kramer-3,object-based,0.999090850353241,object-type-value-attribute-key-stream-context-code-element-clazz
ldapcon2009-apache-directory-1,object-based / message-based,0.7685197591781616,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
ldapcon2009-datanucleus-1,event-based / object-based,0.9999789595603943,event-action-listener-list-component-object-text-item-change-colo-object-type-value-attribute-key-stream-context-code-element-clazz
ldapcon2009-datanucleus-2,event-based,0.7969852685928345,event-action-listener-list-component-object-text-item-change-color
ldapcon2009-datanucleus-3,event-based / message-based,0.9069111049175262,message-list-write-value-connection-factory-field-result-local-request-message-list-write-value-connection-factory-field-result-local-request
ldapcon2009-datanucleus-4,event-based,0.8750668168067932,event-action-listener-list-component-object-text-item-change-color
ldapcon2009-datanucleus-5,object-based,0.9994281530380249,object-type-value-attribute-key-stream-context-code-element-clazz
libreadline-java-mac-1,message-based / object-based,0.9999725818634033,message-list-write-value-connection-factory-field-result-local-request-object-type-value-attribute-key-stream-context-code-element-clazz
libreadline-java-mac-2,object-based / message-based,0.9996285438537598,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
life-1,event-based,0.9998700022697449,event-action-listener-list-component-object-text-item-change-color
limewire-1,message-based,0.9976447820663452,message-list-write-value-connection-factory-field-result-local-request
limewire-10,object-based,0.9400450587272644,object-type-value-attribute-key-stream-context-code-element-clazz
limewire-11,message-based / object-based,0.9999073445796967,message-list-write-value-connection-factory-field-result-local-request-object-type-value-attribute-key-stream-context-code-element-clazz
limewire-12,message-based / object-based,0.9998199641704559,message-list-write-value-connection-factory-field-result-local-request-object-type-value-attribute-key-stream-context-code-element-clazz
limewire-13,message-based / event-based,0.9998661577701569,message-list-write-value-connection-factory-field-result-local-request-event-action-listener-list-component-object-text-item-change-colo
limewire-14,message-based,0.7620616555213928,message-list-write-value-connection-factory-field-result-local-request
limewire-15,event-based,0.9993745684623718,event-action-listener-list-component-object-text-item-change-color
limewire-16,message-based,0.9950289130210876,message-list-write-value-connection-factory-field-result-local-request
limewire-17,object-based,0.8749855756759644,object-type-value-attribute-key-stream-context-code-element-clazz
limewire-18,message-based,0.9992595314979553,message-list-write-value-connection-factory-field-result-local-request
limewire-19,event-based,0.999523401260376,event-action-listener-list-component-object-text-item-change-color
limewire-2,event-based,0.9885398149490356,event-action-listener-list-component-object-text-item-change-color
limewire-20,message-based,0.9995125532150269,message-list-write-value-connection-factory-field-result-local-request
limewire-21,event-based,0.9993754029273987,event-action-listener-list-component-object-text-item-change-color
limewire-22,event-based,0.9993552565574646,event-action-listener-list-component-object-text-item-change-color
limewire-3,event-based,0.7698798179626465,event-action-listener-list-component-object-text-item-change-color
limewire-4,message-based,0.9999986290931702,message-list-write-value-connection-factory-field-result-local-request
limewire-5,message-based / event-based,0.9999992251396179,message-list-write-value-connection-factory-field-result-local-request-event-action-listener-list-component-object-text-item-change-colo
limewire-6,message-based / event-based,0.9189377427101135,message-list-write-value-connection-factory-field-result-local-request-event-action-listener-list-component-object-text-item-change-colo
limewire-7,message-based,0.9999969601631165,message-list-write-value-connection-factory-field-result-local-request
limewire-8,message-based,0.9999913573265076,message-list-write-value-connection-factory-field-result-local-request
limewire-9,message-based,0.7866938710212708,message-list-write-value-connection-factory-field-result-local-request
linkdroid-1,object-based / event-based,0.9999892115592957,object-type-value-attribute-key-stream-context-code-element-clazz-event-action-listener-list-component-object-text-item-change-colo
linkdroid-2,object-based / event-based,0.9859307408332825,object-type-value-attribute-key-stream-context-code-element-clazz-event-action-listener-list-component-object-text-item-change-colo
linkdroid-3,object-based / event-based,0.9999871551990509,object-type-value-attribute-key-stream-context-code-element-clazz-event-action-listener-list-component-object-text-item-change-colo
linkdroid-4,object-based,0.9999288320541382,object-type-value-attribute-key-stream-context-code-element-clazz
linkdroid-5,object-based,0.9152522087097168,object-type-value-attribute-key-stream-context-code-element-clazz
linkdroid-6,object-based,0.9545741677284241,object-type-value-attribute-key-stream-context-code-element-clazz
linkdroid-7,object-based / event-based,0.999981164932251,object-type-value-attribute-key-stream-context-code-element-clazz-event-action-listener-list-component-object-text-item-change-colo
maven-guide-de-1,message-based,0.9999176263809204,message-list-write-value-connection-factory-field-result-local-request
maven-guide-de-2,message-based,0.9998849630355835,message-list-write-value-connection-factory-field-result-local-request
maven-guide-de-3,message-based / object-based,0.9994743764400482,message-list-write-value-connection-factory-field-result-local-request-object-type-value-attribute-key-stream-context-code-element-clazz
maven-guide-zh-1,message-based,0.9999176263809204,message-list-write-value-connection-factory-field-result-local-request
maven-guide-zh-2,message-based,0.999862015247345,message-list-write-value-connection-factory-field-result-local-request
maven-guide-zh-3,message-based / object-based,0.9994743466377258,message-list-write-value-connection-factory-field-result-local-request-object-type-value-attribute-key-stream-context-code-element-clazz
mbook-1,message-based,0.9977837800979614,message-list-write-value-connection-factory-field-result-local-request
media_compressor-1,object-based,0.9999217987060547,object-type-value-attribute-key-stream-context-code-element-clazz
megaware_dataencrypter-1,event-based,0.9999873042106628,event-action-listener-list-component-object-text-item-change-color
megaware_dataencrypter-2,,,
megaware_dataencrypter-3,event-based,0.8328973650932312,event-action-listener-list-component-object-text-item-change-color
megaware_dataencrypter-4,event-based,0.9999476075172424,event-action-listener-list-component-object-text-item-change-color
messenger-sdk-1,message-based,0.8795288801193237,message-list-write-value-connection-factory-field-result-local-request
messenger-sdk-10,object-based,0.7864629030227661,object-type-value-attribute-key-stream-context-code-element-clazz
messenger-sdk-11,event-based / message-based,0.9999363422393799,message-list-write-value-connection-factory-field-result-local-request-message-list-write-value-connection-factory-field-result-local-request
messenger-sdk-2,message-based / event-based,0.9999853372573853,message-list-write-value-connection-factory-field-result-local-request-event-action-listener-list-component-object-text-item-change-colo
messenger-sdk-3,message-based,0.8398725390434265,message-list-write-value-connection-factory-field-result-local-request
messenger-sdk-4,event-based / message-based,0.9999706745147705,message-list-write-value-connection-factory-field-result-local-request-message-list-write-value-connection-factory-field-result-local-request
messenger-sdk-5,message-based,0.8351714015007019,message-list-write-value-connection-factory-field-result-local-request
messenger-sdk-6,message-based,0.9998794198036194,message-list-write-value-connection-factory-field-result-local-request
messenger-sdk-7,message-based,0.9995553493499756,message-list-write-value-connection-factory-field-result-local-request
messenger-sdk-8,message-based,0.8701303005218506,message-list-write-value-connection-factory-field-result-local-request
messenger-sdk-9,message-based,0.7764905095100403,message-list-write-value-connection-factory-field-result-local-request
mirinae-swissknife-1,event-based,0.9996349811553955,event-action-listener-list-component-object-text-item-change-color
mmfplanner-1,event-based,0.9999819993972778,event-action-listener-list-component-object-text-item-change-color
mmfplanner-2,event-based,0.9999821782112122,event-action-listener-list-component-object-text-item-change-color
mmfplanner-3,event-based,0.9999377131462097,event-action-listener-list-component-object-text-item-change-color
mmfplanner-4,event-based,0.9998800158500671,event-action-listener-list-component-object-text-item-change-color
mmfplanner-5,event-based,0.9997873306274414,event-action-listener-list-component-object-text-item-change-color
mmfplanner-6,event-based,0.9998517036437988,event-action-listener-list-component-object-text-item-change-color
mmfplanner-7,event-based,0.8621605634689331,event-action-listener-list-component-object-text-item-change-color
mmfplanner-8,event-based,0.9998747110366821,event-action-listener-list-component-object-text-item-change-color
mobile-banking-webui-1,message-based,0.9999515414237976,message-list-write-value-connection-factory-field-result-local-request
mobile-banking-webui-2,message-based,0.9999412894248962,message-list-write-value-connection-factory-field-result-local-request
mobile-banking-webui-3,message-based,0.9023400545120239,message-list-write-value-connection-factory-field-result-local-request
mobile-banking-webui-4,message-based,0.7819652557373047,message-list-write-value-connection-factory-field-result-local-request
mobile-banking-webui-5,event-based,0.9995110630989075,event-action-listener-list-component-object-text-item-change-color
mobile-banking-webui-6,message-based,0.9983372688293457,message-list-write-value-connection-factory-field-result-local-request
mobile-banking-webui-7,message-based,0.8227288722991943,message-list-write-value-connection-factory-field-result-local-request
mobile-banking-webui-8,message-based,0.8498373627662659,message-list-write-value-connection-factory-field-result-local-request
moby-1,object-based,0.9999994039535522,object-type-value-attribute-key-stream-context-code-element-clazz
moby-2,event-based,0.7602666616439819,event-action-listener-list-component-object-text-item-change-color
moby-3,event-based / object-based,0.9998897612094879,event-action-listener-list-component-object-text-item-change-colo-object-type-value-attribute-key-stream-context-code-element-clazz
moby-4,object-based / message-based,0.9999525845050812,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
moby-5,event-based,0.8478217124938965,event-action-listener-list-component-object-text-item-change-color
moby-6,event-based,0.999131441116333,event-action-listener-list-component-object-text-item-change-color
moby-7,message-based,0.9966807961463928,message-list-write-value-connection-factory-field-result-local-request
namqp-1,object-based,0.8005146980285645,object-type-value-attribute-key-stream-context-code-element-clazz
namqp-2,object-based / message-based,0.9923537373542786,object-type-value-attribute-key-stream-context-code-element-clazz-message-list-write-value-connection-factory-field-result-local-request
